noted_date,temp,out/in
04/26/2022 15:00,41.37,In
04/26/2022 16:00,40.81,In
04/26/2022 17:00,39.88,In
04/26/2022 18:00,38.91,In
04/26/2022 19:00,38.27,In
04/26/2022 20:00,37.31,In
04/26/2022 21:00,33.47,In
04/26/2022 22:00,31.2,In
04/26/2022 23:00,30.19,In
04/27/2022 00:00,30.07,In
04/27/2022 01:00,29.68,In
04/27/2022 02:00,28.85,In
04/27/2022 03:00,28.26,In
04/27/2022 04:00,30.12,In
04/27/2022 05:00,32.03,In
04/27/2022 06:00,33.89,In
04/27/2022 07:00,33.61,In
04/27/2022 08:00,35.38,In
04/27/2022 09:00,36.16,In
04/27/2022 10:00,38.95,In
04/27/2022 11:00,38.97,In
04/27/2022 12:00,42.06,In
04/27/2022 13:00,39.12,In
04/27/2022 14:00,41.46,In
04/27/2022 15:00,42.25,In
04/27/2022 16:00,41.47,In
04/27/2022 17:00,44.28,In
04/27/2022 18:00,39.52,In
04/27/2022 19:00,36.05,In
04/27/2022 20:00,35.86,In
04/27/2022 21:00,31.78,In
04/27/2022 22:00,32.88,In
04/27/2022 23:00,30.51,In
04/28/2022 00:00,32.18,In
04/28/2022 01:00,29.38,In
04/28/2022 02:00,29.82,In
04/28/2022 03:00,29.25,In
04/28/2022 04:00,33.41,In
04/28/2022 05:00,31.28,In
04/28/2022 06:00,35.75,In
04/28/2022 07:00,35.67,In
04/28/2022 08:00,36.72,In
04/28/2022 09:00,38.11,In
04/28/2022 10:00,39.59,In
04/28/2022 11:00,37.35,In
04/28/2022 12:00,40.78,In
04/28/2022 13:00,43.06,In
04/28/2022 14:00,41.93,In
04/28/2022 15:00,39.69,In
04/28/2022 16:00,41.12,In
04/28/2022 17:00,42.8,In
04/28/2022 18:00,40.87,In
04/28/2022 19:00,37.46,In
04/28/2022 20:00,37.43,In
04/28/2022 21:00,33.9,In
04/28/2022 22:00,30.44,In
04/28/2022 23:00,30.37,In
04/29/2022 00:00,33.15,In
04/29/2022 01:00,29.79,In
04/29/2022 02:00,29.63,In
04/29/2022 03:00,29.75,In
04/29/2022 04:00,33.66,In
04/29/2022 05:00,34.2,In
04/29/2022 06:00,36.33,In
04/29/2022 07:00,34.21,In
04/29/2022 08:00,36.44,In
04/29/2022 09:00,35.28,In
04/29/2022 10:00,41.22,In
04/29/2022 11:00,38.49,In
04/29/2022 12:00,41.52,In
04/29/2022 13:00,40.15,In
04/29/2022 14:00,41.12,In
04/29/2022 15:00,40.54,In
04/29/2022 16:00,40.28,In
04/29/2022 17:00,39.43,In
04/29/2022 18:00,38.18,In
04/29/2022 19:00,38.8,In
04/29/2022 20:00,34.34,In
04/29/2022 21:00,34.78,In
04/29/2022 22:00,34.83,In
04/29/2022 23:00,30.99,In
04/30/2022 00:00,29.73,In
04/30/2022 01:00,29.86,In
04/30/2022 02:00,31.77,In
04/30/2022 03:00,30.5,In
04/30/2022 04:00,30.01,In
04/30/2022 05:00,32.48,In
04/30/2022 06:00,31.35,In
04/30/2022 07:00,35.47,In
04/30/2022 08:00,36.61,In
04/30/2022 09:00,37.09,In
04/30/2022 10:00,37.74,In
04/30/2022 11:00,38.91,In
04/30/2022 12:00,42.0,In
04/30/2022 13:00,43.64,In
04/30/2022 14:00,41.04,In
04/30/2022 15:00,42.48,In
04/30/2022 16:00,38.07,In
04/30/2022 17:00,39.37,In
04/30/2022 18:00,38.95,In
04/30/2022 19:00,36.19,In
04/30/2022 20:00,34.6,In
04/30/2022 21:00,33.45,In
04/30/2022 22:00,33.44,In
04/30/2022 23:00,31.48,In
05/01/2022 00:00,27.45,In
05/01/2022 01:00,27.02,In
05/01/2022 02:00,29.09,In
05/01/2022 03:00,30.89,In
05/01/2022 04:00,26.68,In
05/01/2022 05:00,31.01,In
05/01/2022 06:00,32.21,In
05/01/2022 07:00,36.53,In
05/01/2022 08:00,35.42,In
05/01/2022 09:00,38.13,In
05/01/2022 10:00,39.21,In
05/01/2022 11:00,37.05,In
05/01/2022 12:00,42.35,In
05/01/2022 13:00,42.12,In
05/01/2022 14:00,42.76,In
05/01/2022 15:00,47.68,In
05/01/2022 16:00,38.07,In
05/01/2022 17:00,42.83,In
05/01/2022 18:00,38.57,In
05/01/2022 19:00,37.98,In
05/01/2022 20:00,35.93,In
05/01/2022 21:00,33.81,In
05/01/2022 22:00,32.15,In
05/01/2022 23:00,32.25,In
05/02/2022 00:00,28.53,In
05/02/2022 01:00,31.33,In
05/02/2022 02:00,29.38,In
05/02/2022 03:00,28.51,In
05/02/2022 04:00,30.13,In
05/02/2022 05:00,33.64,In
05/02/2022 06:00,32.2,In
05/02/2022 07:00,34.98,In
05/02/2022 08:00,34.9,In
05/02/2022 09:00,38.69,In
05/02/2022 10:00,40.03,In
05/02/2022 11:00,43.02,In
05/02/2022 12:00,40.93,In
05/02/2022 13:00,42.8,In
05/02/2022 14:00,42.15,In
05/02/2022 15:00,43.74,In
05/02/2022 16:00,40.12,In
05/02/2022 17:00,41.36,In
05/02/2022 18:00,38.71,In
05/02/2022 19:00,37.46,In
05/02/2022 20:00,36.14,In
05/02/2022 21:00,34.83,In
05/02/2022 22:00,32.83,In
05/02/2022 23:00,32.08,In
05/03/2022 00:00,33.17,In
05/03/2022 01:00,31.68,In
05/03/2022 02:00,31.3,In
05/03/2022 03:00,29.52,In
05/03/2022 04:00,29.47,In
05/03/2022 05:00,33.19,In
05/03/2022 06:00,34.31,In
05/03/2022 07:00,36.66,In
05/03/2022 08:00,35.09,In
05/03/2022 09:00,37.21,In
05/03/2022 10:00,36.54,In
05/03/2022 11:00,39.65,In
05/03/2022 12:00,42.69,In
05/03/2022 13:00,41.1,In
05/03/2022 14:00,42.96,In
05/03/2022 15:00,41.51,In
05/03/2022 16:00,41.68,In
05/03/2022 17:00,38.52,In
05/03/2022 18:00,39.13,In
05/03/2022 19:00,33.07,In
05/03/2022 20:00,35.72,In
05/03/2022 21:00,32.0,In
05/03/2022 22:00,34.81,In
05/03/2022 23:00,32.92,In
05/04/2022 00:00,31.5,In
05/04/2022 01:00,32.49,In
05/04/2022 02:00,28.58,In
05/04/2022 03:00,32.83,In
05/04/2022 04:00,32.2,In
05/04/2022 05:00,31.4,In
05/04/2022 06:00,34.7,In
05/04/2022 07:00,32.79,In
05/04/2022 08:00,34.76,In
05/04/2022 09:00,36.64,In
05/04/2022 10:00,38.21,In
05/04/2022 11:00,38.66,In
05/04/2022 12:00,43.03,In
05/04/2022 13:00,41.41,In
05/04/2022 14:00,42.53,In
05/04/2022 15:00,40.94,In
05/04/2022 16:00,38.47,In
05/04/2022 17:00,40.65,In
05/04/2022 18:00,36.13,In
05/04/2022 19:00,37.45,In
05/04/2022 20:00,33.95,In
05/04/2022 21:00,37.43,In
05/04/2022 22:00,34.37,In
05/04/2022 23:00,31.92,In
05/05/2022 00:00,32.7,In
05/05/2022 01:00,28.93,In
05/05/2022 02:00,30.82,In
05/05/2022 03:00,30.5,In
05/05/2022 04:00,31.2,In
05/05/2022 05:00,33.67,In
05/05/2022 06:00,34.1,In
05/05/2022 07:00,34.88,In
05/05/2022 08:00,33.52,In
05/05/2022 09:00,36.11,In
05/05/2022 10:00,38.82,In
05/05/2022 11:00,40.38,In
05/05/2022 12:00,39.5,In
05/05/2022 13:00,45.41,In
05/05/2022 14:00,44.27,In
05/05/2022 15:00,42.7,In
05/05/2022 16:00,41.3,In
05/05/2022 17:00,39.92,In
05/05/2022 18:00,37.57,In
05/05/2022 19:00,37.67,In
05/05/2022 20:00,36.39,In
05/05/2022 21:00,32.58,In
05/05/2022 22:00,33.5,In
05/05/2022 23:00,31.52,In
05/06/2022 00:00,27.94,In
05/06/2022 01:00,28.91,In
05/06/2022 02:00,29.38,In
05/06/2022 03:00,33.04,In
05/06/2022 04:00,31.64,In
05/06/2022 05:00,29.75,In
05/06/2022 06:00,33.73,In
05/06/2022 07:00,32.13,In
05/06/2022 08:00,37.62,In
05/06/2022 09:00,36.85,In
05/06/2022 10:00,38.86,In
05/06/2022 11:00,42.23,In
05/06/2022 12:00,39.27,In
05/06/2022 13:00,39.7,In
05/06/2022 14:00,41.12,In
05/06/2022 15:00,43.35,In
05/06/2022 16:00,38.92,In
05/06/2022 17:00,35.99,In
05/06/2022 18:00,38.32,In
05/06/2022 19:00,38.38,In
05/06/2022 20:00,37.8,In
05/06/2022 21:00,33.75,In
05/06/2022 22:00,32.38,In
05/06/2022 23:00,33.49,In
05/07/2022 00:00,28.0,In
05/07/2022 01:00,29.62,In
05/07/2022 02:00,30.29,In
05/07/2022 03:00,30.88,In
05/07/2022 04:00,30.04,In
05/07/2022 05:00,31.81,In
05/07/2022 06:00,29.27,In
05/07/2022 07:00,33.46,In
05/07/2022 08:00,36.68,In
05/07/2022 09:00,36.08,In
05/07/2022 10:00,39.09,In
05/07/2022 11:00,40.91,In
05/07/2022 12:00,40.68,In
05/07/2022 13:00,42.05,In
05/07/2022 14:00,40.56,In
05/07/2022 15:00,41.49,In
05/07/2022 16:00,42.11,In
05/07/2022 17:00,40.48,In
05/07/2022 18:00,38.12,In
05/07/2022 19:00,37.89,In
05/07/2022 20:00,37.07,In
05/07/2022 21:00,31.37,In
05/07/2022 22:00,34.74,In
05/07/2022 23:00,31.25,In
05/08/2022 00:00,31.44,In
05/08/2022 01:00,32.0,In
05/08/2022 02:00,27.94,In
05/08/2022 03:00,29.14,In
05/08/2022 04:00,30.37,In
05/08/2022 05:00,30.58,In
05/08/2022 06:00,35.6,In
05/08/2022 07:00,33.16,In
05/08/2022 08:00,35.17,In
05/08/2022 09:00,37.86,In
05/08/2022 10:00,37.2,In
05/08/2022 11:00,39.65,In
05/08/2022 12:00,41.67,In
05/08/2022 13:00,41.3,In
05/08/2022 14:00,41.86,In
05/08/2022 15:00,41.0,In
05/08/2022 16:00,38.92,In
05/08/2022 17:00,40.73,In
05/08/2022 18:00,41.63,In
05/08/2022 19:00,37.58,In
05/08/2022 20:00,36.34,In
05/08/2022 21:00,35.49,In
05/08/2022 22:00,31.1,In
05/08/2022 23:00,34.31,In
05/09/2022 00:00,31.11,In
05/09/2022 01:00,32.65,In
05/09/2022 02:00,28.9,In
05/09/2022 03:00,32.93,In
05/09/2022 04:00,31.97,In
05/09/2022 05:00,32.59,In
05/09/2022 06:00,33.35,In
05/09/2022 07:00,34.07,In
05/09/2022 08:00,37.8,In
05/09/2022 09:00,37.76,In
05/09/2022 10:00,36.05,In
05/09/2022 11:00,38.57,In
05/09/2022 12:00,40.92,In
05/09/2022 13:00,42.26,In
05/09/2022 14:00,41.92,In
05/09/2022 15:00,43.62,In
05/09/2022 16:00,38.27,In
05/09/2022 17:00,40.46,In
05/09/2022 18:00,36.27,In
05/09/2022 19:00,38.69,In
05/09/2022 20:00,35.86,In
05/09/2022 21:00,35.08,In
05/09/2022 22:00,31.7,In
05/09/2022 23:00,33.68,In
05/10/2022 00:00,32.37,In
05/10/2022 01:00,31.08,In
05/10/2022 02:00,29.81,In
05/10/2022 03:00,31.07,In
05/10/2022 04:00,29.74,In
05/10/2022 05:00,33.04,In
05/10/2022 06:00,35.47,In
05/10/2022 07:00,36.05,In
05/10/2022 08:00,34.91,In
05/10/2022 09:00,38.1,In
05/10/2022 10:00,37.06,In
05/10/2022 11:00,41.1,In
05/10/2022 12:00,41.87,In
05/10/2022 13:00,38.99,In
05/10/2022 14:00,40.26,In
05/10/2022 15:00,41.37,In
05/10/2022 16:00,40.74,In
05/10/2022 17:00,38.43,In
05/10/2022 18:00,39.58,In
05/10/2022 19:00,37.93,In
05/10/2022 20:00,35.71,In
05/10/2022 21:00,33.31,In
05/10/2022 22:00,34.57,In
05/10/2022 23:00,34.24,In
05/11/2022 00:00,30.08,In
05/11/2022 01:00,29.29,In
05/11/2022 02:00,30.74,In
05/11/2022 03:00,29.67,In
05/11/2022 04:00,30.59,In
05/11/2022 05:00,32.87,In
05/11/2022 06:00,30.14,In
05/11/2022 07:00,36.42,In
05/11/2022 08:00,36.11,In
05/11/2022 09:00,36.94,In
05/11/2022 10:00,38.87,In
05/11/2022 11:00,40.19,In
05/11/2022 12:00,38.6,In
05/11/2022 13:00,44.04,In
05/11/2022 14:00,42.06,In
05/11/2022 15:00,42.46,In
05/11/2022 16:00,42.62,In
05/11/2022 17:00,38.71,In
05/11/2022 18:00,39.71,In
05/11/2022 19:00,37.15,In
05/11/2022 20:00,37.27,In
05/11/2022 21:00,31.26,In
05/11/2022 22:00,32.85,In
05/11/2022 23:00,30.85,In
05/12/2022 00:00,31.45,In
05/12/2022 01:00,30.91,In
05/12/2022 02:00,28.94,In
05/12/2022 03:00,29.14,In
05/12/2022 04:00,30.64,In
05/12/2022 05:00,30.41,In
05/12/2022 06:00,34.26,In
05/12/2022 07:00,33.89,In
05/12/2022 08:00,31.64,In
05/12/2022 09:00,36.99,In
05/12/2022 10:00,37.44,In
05/12/2022 11:00,37.8,In
05/12/2022 12:00,39.34,In
05/12/2022 13:00,41.96,In
05/12/2022 14:00,43.99,In
05/12/2022 15:00,42.27,In
05/12/2022 16:00,40.29,In
05/12/2022 17:00,40.93,In
05/12/2022 18:00,38.31,In
05/12/2022 19:00,36.51,In
05/12/2022 20:00,34.27,In
05/12/2022 21:00,31.82,In
05/12/2022 22:00,32.42,In
05/12/2022 23:00,31.99,In
05/13/2022 00:00,30.66,In
05/13/2022 01:00,29.58,In
05/13/2022 02:00,28.58,In
05/13/2022 03:00,31.12,In
05/13/2022 04:00,28.83,In
05/13/2022 05:00,32.92,In
05/13/2022 06:00,31.5,In
05/13/2022 07:00,33.32,In
05/13/2022 08:00,33.8,In
05/13/2022 09:00,36.8,In
05/13/2022 10:00,40.46,In
05/13/2022 11:00,41.02,In
05/13/2022 12:00,42.66,In
05/13/2022 13:00,42.58,In
05/13/2022 14:00,40.34,In
05/13/2022 15:00,41.3,In
05/13/2022 16:00,40.03,In
05/13/2022 17:00,42.24,In
05/13/2022 18:00,37.2,In
05/13/2022 19:00,38.89,In
05/13/2022 20:00,37.34,In
05/13/2022 21:00,37.19,In
05/13/2022 22:00,32.39,In
05/13/2022 23:00,32.83,In
05/14/2022 00:00,34.23,In
05/14/2022 01:00,29.28,In
05/14/2022 02:00,27.7,In
05/14/2022 03:00,27.38,In
05/14/2022 04:00,31.87,In
05/14/2022 05:00,28.93,In
05/14/2022 06:00,32.44,In
05/14/2022 07:00,35.1,In
05/14/2022 08:00,36.28,In
05/14/2022 09:00,38.19,In
05/14/2022 10:00,39.33,In
05/14/2022 11:00,42.16,In
05/14/2022 12:00,39.77,In
05/14/2022 13:00,40.78,In
05/14/2022 14:00,40.84,In
05/14/2022 15:00,43.04,In
05/14/2022 16:00,42.55,In
05/14/2022 17:00,40.92,In
05/14/2022 18:00,40.78,In
05/14/2022 19:00,35.79,In
05/14/2022 20:00,38.5,In
05/14/2022 21:00,36.73,In
05/14/2022 22:00,34.1,In
05/14/2022 23:00,34.43,In
05/15/2022 00:00,28.32,In
05/15/2022 01:00,29.42,In
05/15/2022 02:00,28.9,In
05/15/2022 03:00,31.29,In
05/15/2022 04:00,29.23,In
05/15/2022 05:00,32.89,In
05/15/2022 06:00,35.06,In
05/15/2022 07:00,35.49,In
05/15/2022 08:00,36.43,In
05/15/2022 09:00,36.07,In
05/15/2022 10:00,37.73,In
05/15/2022 11:00,42.12,In
05/15/2022 12:00,42.37,In
05/15/2022 13:00,41.74,In
05/15/2022 14:00,41.37,In
05/15/2022 15:00,38.76,In
05/15/2022 16:00,39.59,In
05/15/2022 17:00,43.11,In
05/15/2022 18:00,37.08,In
05/15/2022 19:00,37.84,In
05/15/2022 20:00,37.51,In
05/15/2022 21:00,32.56,In
05/15/2022 22:00,33.28,In
05/15/2022 23:00,33.16,In
05/16/2022 00:00,30.82,In
05/16/2022 01:00,34.51,In
05/16/2022 02:00,27.5,In
05/16/2022 03:00,31.79,In
05/16/2022 04:00,30.54,In
05/16/2022 05:00,32.92,In
05/16/2022 06:00,33.66,In
05/16/2022 07:00,33.35,In
05/16/2022 08:00,36.34,In
05/16/2022 09:00,34.77,In
05/16/2022 10:00,39.9,In
05/16/2022 11:00,40.69,In
05/16/2022 12:00,42.15,In
05/16/2022 13:00,43.38,In
05/16/2022 14:00,42.55,In
05/16/2022 15:00,42.02,In
05/16/2022 16:00,39.87,In
05/16/2022 17:00,39.17,In
05/16/2022 18:00,40.78,In
05/16/2022 19:00,39.71,In
05/16/2022 20:00,35.64,In
05/16/2022 21:00,34.52,In
05/16/2022 22:00,31.64,In
05/16/2022 23:00,33.52,In
05/17/2022 00:00,31.8,In
05/17/2022 01:00,33.12,In
05/17/2022 02:00,28.68,In
05/17/2022 03:00,29.64,In
05/17/2022 04:00,31.15,In
05/17/2022 05:00,32.73,In
05/17/2022 06:00,32.68,In
05/17/2022 07:00,33.14,In
05/17/2022 08:00,37.32,In
05/17/2022 09:00,38.63,In
05/17/2022 10:00,37.63,In
05/17/2022 11:00,42.28,In
05/17/2022 12:00,42.95,In
05/17/2022 13:00,42.0,In
05/17/2022 14:00,42.12,In
05/17/2022 15:00,42.63,In
05/17/2022 16:00,39.9,In
05/17/2022 17:00,40.29,In
05/17/2022 18:00,35.77,In
05/17/2022 19:00,38.87,In
05/17/2022 20:00,33.66,In
05/17/2022 21:00,36.7,In
05/17/2022 22:00,32.5,In
05/17/2022 23:00,31.44,In
05/18/2022 00:00,29.86,In
05/18/2022 01:00,29.77,In
05/18/2022 02:00,32.13,In
05/18/2022 03:00,26.47,In
05/18/2022 04:00,32.72,In
05/18/2022 05:00,32.26,In
05/18/2022 06:00,31.19,In
05/18/2022 07:00,32.83,In
05/18/2022 08:00,38.51,In
05/18/2022 09:00,36.13,In
05/18/2022 10:00,37.27,In
05/18/2022 11:00,41.95,In
05/18/2022 12:00,41.7,In
05/18/2022 13:00,40.39,In
05/18/2022 14:00,42.32,In
05/18/2022 15:00,40.26,In
05/18/2022 16:00,42.85,In
05/18/2022 17:00,41.83,In
05/18/2022 18:00,39.8,In
05/18/2022 19:00,38.1,In
05/18/2022 20:00,38.64,In
05/18/2022 21:00,34.45,In
05/18/2022 22:00,31.23,In
05/18/2022 23:00,32.43,In
05/19/2022 00:00,33.93,In
05/19/2022 01:00,28.68,In
05/19/2022 02:00,29.46,In
05/19/2022 03:00,30.83,In
05/19/2022 04:00,30.72,In
05/19/2022 05:00,30.28,In
05/19/2022 06:00,34.68,In
05/19/2022 07:00,37.93,In
05/19/2022 08:00,36.29,In
05/19/2022 09:00,36.2,In
05/19/2022 10:00,36.68,In
05/19/2022 11:00,40.63,In
05/19/2022 12:00,42.85,In
05/19/2022 13:00,42.51,In
05/19/2022 14:00,42.0,In
05/19/2022 15:00,40.91,In
05/19/2022 16:00,39.56,In
05/19/2022 17:00,41.49,In
05/19/2022 18:00,40.37,In
05/19/2022 19:00,35.23,In
05/19/2022 20:00,38.38,In
05/19/2022 21:00,35.31,In
05/19/2022 22:00,35.1,In
05/19/2022 23:00,29.74,In
05/20/2022 00:00,28.76,In
05/20/2022 01:00,29.98,In
05/20/2022 02:00,30.75,In
05/20/2022 03:00,32.9,In
05/20/2022 04:00,31.86,In
05/20/2022 05:00,31.39,In
05/20/2022 06:00,31.46,In
05/20/2022 07:00,36.29,In
05/20/2022 08:00,34.55,In
05/20/2022 09:00,40.0,In
05/20/2022 10:00,38.57,In
05/20/2022 11:00,42.63,In
05/20/2022 12:00,42.21,In
05/20/2022 13:00,41.59,In
05/20/2022 14:00,41.22,In
05/20/2022 15:00,41.28,In
05/20/2022 16:00,41.84,In
05/20/2022 17:00,40.36,In
05/20/2022 18:00,38.11,In
05/20/2022 19:00,37.3,In
05/20/2022 20:00,36.12,In
05/20/2022 21:00,31.25,In
05/20/2022 22:00,33.69,In
05/20/2022 23:00,30.29,In
05/21/2022 00:00,29.07,In
05/21/2022 01:00,27.67,In
05/21/2022 02:00,27.31,In
05/21/2022 03:00,28.17,In
05/21/2022 04:00,29.74,In
05/21/2022 05:00,34.69,In
05/21/2022 06:00,32.21,In
05/21/2022 07:00,34.71,In
05/21/2022 08:00,36.6,In
05/21/2022 09:00,37.75,In
05/21/2022 10:00,38.88,In
05/21/2022 11:00,38.45,In
05/21/2022 12:00,43.37,In
05/21/2022 13:00,44.51,In
05/21/2022 14:00,39.48,In
05/21/2022 15:00,40.26,In
05/21/2022 16:00,40.78,In
05/21/2022 17:00,38.8,In
05/21/2022 18:00,39.76,In
05/21/2022 19:00,36.46,In
05/21/2022 20:00,39.25,In
05/21/2022 21:00,36.23,In
05/21/2022 22:00,33.32,In
05/21/2022 23:00,33.3,In
05/22/2022 00:00,32.46,In
05/22/2022 01:00,29.36,In
05/22/2022 02:00,28.78,In
05/22/2022 03:00,30.32,In
05/22/2022 04:00,32.1,In
05/22/2022 05:00,31.97,In
05/22/2022 06:00,30.63,In
05/22/2022 07:00,33.24,In
05/22/2022 08:00,35.89,In
05/22/2022 09:00,37.44,In
05/22/2022 10:00,41.96,In
05/22/2022 11:00,38.16,In
05/22/2022 12:00,41.95,In
05/22/2022 13:00,44.03,In
05/22/2022 14:00,45.41,In
05/22/2022 15:00,41.19,In
05/22/2022 16:00,41.93,In
05/22/2022 17:00,41.1,In
05/22/2022 18:00,39.29,In
05/22/2022 19:00,37.4,In
05/22/2022 20:00,36.65,In
05/22/2022 21:00,30.65,In
05/22/2022 22:00,34.02,In
05/22/2022 23:00,31.95,In
05/23/2022 00:00,30.47,In
05/23/2022 01:00,33.27,In
05/23/2022 02:00,28.99,In
05/23/2022 03:00,29.6,In
05/23/2022 04:00,33.79,In
05/23/2022 05:00,30.51,In
05/23/2022 06:00,32.17,In
05/23/2022 07:00,34.23,In
05/23/2022 08:00,37.26,In
05/23/2022 09:00,37.86,In
05/23/2022 10:00,37.06,In
05/23/2022 11:00,39.44,In
05/23/2022 12:00,40.29,In
05/23/2022 13:00,41.68,In
05/23/2022 14:00,42.64,In
05/23/2022 15:00,42.42,In
05/23/2022 16:00,38.53,In
05/23/2022 17:00,41.84,In
05/23/2022 18:00,39.38,In
05/23/2022 19:00,39.63,In
05/23/2022 20:00,36.67,In
05/23/2022 21:00,36.1,In
05/23/2022 22:00,33.7,In
05/23/2022 23:00,33.78,In
05/24/2022 00:00,31.59,In
05/24/2022 01:00,30.06,In
05/24/2022 02:00,33.41,In
05/24/2022 03:00,31.54,In
05/24/2022 04:00,31.66,In
05/24/2022 05:00,29.84,In
05/24/2022 06:00,31.07,In
05/24/2022 07:00,34.89,In
05/24/2022 08:00,36.22,In
05/24/2022 09:00,36.63,In
05/24/2022 10:00,39.21,In
05/24/2022 11:00,42.63,In
05/24/2022 12:00,42.24,In
05/24/2022 13:00,40.08,In
05/24/2022 14:00,41.83,In
05/24/2022 15:00,40.59,In
05/24/2022 16:00,40.61,In
05/24/2022 17:00,39.62,In
05/24/2022 18:00,38.28,In
05/24/2022 19:00,35.67,In
05/24/2022 20:00,35.81,In
05/24/2022 21:00,33.61,In
05/24/2022 22:00,28.61,In
05/24/2022 23:00,34.84,In
05/25/2022 00:00,32.44,In
05/25/2022 01:00,29.64,In
05/25/2022 02:00,30.03,In
05/25/2022 03:00,28.45,In
05/25/2022 04:00,33.35,In
05/25/2022 05:00,34.6,In
05/25/2022 06:00,33.24,In
05/25/2022 07:00,35.98,In
05/25/2022 08:00,36.26,In
05/25/2022 09:00,35.55,In
05/25/2022 10:00,38.38,In
05/25/2022 11:00,40.44,In
05/25/2022 12:00,40.51,In
05/25/2022 13:00,41.47,In
05/25/2022 14:00,41.86,In
05/25/2022 15:00,41.67,In
05/25/2022 16:00,41.27,In
05/25/2022 17:00,38.65,In
05/25/2022 18:00,37.92,In
05/25/2022 19:00,35.63,In
05/25/2022 20:00,37.47,In
05/25/2022 21:00,31.29,In
05/25/2022 22:00,34.73,In
05/25/2022 23:00,33.84,In
05/26/2022 00:00,30.35,In
05/26/2022 01:00,26.3,In
05/26/2022 02:00,29.46,In
05/26/2022 03:00,30.11,In
05/26/2022 04:00,29.29,In
05/26/2022 05:00,30.98,In
05/26/2022 06:00,35.3,In
05/26/2022 07:00,35.44,In
05/26/2022 08:00,34.61,In
05/26/2022 09:00,35.16,In
05/26/2022 10:00,38.51,In
05/26/2022 11:00,39.92,In
05/26/2022 12:00,41.94,In
05/26/2022 13:00,40.99,In
05/26/2022 14:00,42.77,In
05/26/2022 15:00,44.7,In
05/26/2022 16:00,42.42,In
05/26/2022 17:00,40.17,In
05/26/2022 18:00,38.73,In
05/26/2022 19:00,37.02,In
05/26/2022 20:00,37.77,In
05/26/2022 21:00,33.51,In
05/26/2022 22:00,33.07,In
05/26/2022 23:00,31.83,In
05/27/2022 00:00,30.05,In
05/27/2022 01:00,28.15,In
05/27/2022 02:00,30.48,In
05/27/2022 03:00,30.11,In
05/27/2022 04:00,31.55,In
05/27/2022 05:00,30.96,In
05/27/2022 06:00,34.83,In
05/27/2022 07:00,33.13,In
05/27/2022 08:00,38.57,In
05/27/2022 09:00,34.93,In
05/27/2022 10:00,39.65,In
05/27/2022 11:00,40.96,In
05/27/2022 12:00,40.0,In
05/27/2022 13:00,42.43,In
05/27/2022 14:00,43.92,In
05/27/2022 15:00,38.47,In
05/27/2022 16:00,41.95,In
05/27/2022 17:00,36.5,In
05/27/2022 18:00,37.55,In
05/27/2022 19:00,40.0,In
05/27/2022 20:00,35.13,In
05/27/2022 21:00,32.69,In
05/27/2022 22:00,32.7,In
05/27/2022 23:00,34.86,In
05/28/2022 00:00,28.06,In
05/28/2022 01:00,28.63,In
05/28/2022 02:00,32.25,In
05/28/2022 03:00,32.99,In
05/28/2022 04:00,30.65,In
05/28/2022 05:00,29.9,In
05/28/2022 06:00,36.14,In
05/28/2022 07:00,36.84,In
05/28/2022 08:00,37.02,In
05/28/2022 09:00,36.33,In
05/28/2022 10:00,38.93,In
05/28/2022 11:00,40.0,In
05/28/2022 12:00,41.69,In
05/28/2022 13:00,43.97,In
05/28/2022 14:00,43.32,In
05/28/2022 15:00,40.18,In
05/28/2022 16:00,43.26,In
05/28/2022 17:00,40.71,In
05/28/2022 18:00,40.03,In
05/28/2022 19:00,39.75,In
05/28/2022 20:00,34.33,In
05/28/2022 21:00,34.39,In
05/28/2022 22:00,32.2,In
05/28/2022 23:00,29.41,In
05/29/2022 00:00,31.32,In
05/29/2022 01:00,33.97,In
05/29/2022 02:00,27.24,In
05/29/2022 03:00,30.16,In
05/29/2022 04:00,31.76,In
05/29/2022 05:00,31.94,In
05/29/2022 06:00,32.83,In
05/29/2022 07:00,32.5,In
05/29/2022 08:00,36.35,In
05/29/2022 09:00,36.42,In
05/29/2022 10:00,35.72,In
05/29/2022 11:00,42.03,In
05/29/2022 12:00,42.63,In
05/29/2022 13:00,41.87,In
05/29/2022 14:00,42.34,In
05/29/2022 15:00,43.41,In
05/29/2022 16:00,41.53,In
05/29/2022 17:00,41.6,In
05/29/2022 18:00,38.55,In
05/29/2022 19:00,39.52,In
05/29/2022 20:00,36.48,In
05/29/2022 21:00,34.74,In
05/29/2022 22:00,31.09,In
05/29/2022 23:00,32.19,In
05/30/2022 00:00,29.56,In
05/30/2022 01:00,29.25,In
05/30/2022 02:00,28.78,In
05/30/2022 03:00,28.61,In
05/30/2022 04:00,33.99,In
05/30/2022 05:00,33.75,In
05/30/2022 06:00,35.88,In
05/30/2022 07:00,32.61,In
05/30/2022 08:00,36.11,In
05/30/2022 09:00,35.61,In
05/30/2022 10:00,37.96,In
05/30/2022 11:00,38.87,In
05/30/2022 12:00,43.06,In
05/30/2022 13:00,41.2,In
05/30/2022 14:00,43.6,In
05/30/2022 15:00,42.7,In
05/30/2022 16:00,44.65,In
05/30/2022 17:00,38.02,In
05/30/2022 18:00,40.89,In
05/30/2022 19:00,39.27,In
05/30/2022 20:00,34.54,In
