datetime,temperature,humidity
2023-06-02 08:00:00,48.69,52.68
2023-06-02 09:00:00,47.66,61.41
2023-06-02 10:00:00,46.53,55.08
2023-06-02 11:00:00,47.9,63.44
2023-06-02 12:00:00,47.59,68.14
2023-06-02 13:00:00,44.55,77.73
2023-06-02 14:00:00,44.99,76.21
2023-06-02 15:00:00,44.52,73.23
2023-06-02 16:00:00,42.73,77.94
2023-06-02 17:00:00,41.45,79.64
2023-06-02 18:00:00,40.97,77.19
2023-06-02 19:00:00,40.1,80.14
2023-06-02 20:00:00,40.19,77.73
2023-06-02 21:00:00,38.69,77.18
2023-06-02 22:00:00,36.22,74.44
2023-06-02 23:00:00,37.69,66.52
2023-06-03 00:00:00,38.5,63.63
2023-06-03 01:00:00,39.21,66.19
2023-06-03 02:00:00,39.56,61.65
2023-06-03 03:00:00,42.16,59.57
2023-06-03 04:00:00,43.73,55.77
2023-06-03 05:00:00,42.0,59.91
2023-06-03 06:00:00,47.81,54.58
2023-06-03 07:00:00,47.18,54.06
2023-06-03 08:00:00,48.34,55.32
2023-06-03 09:00:00,47.81,61.25
2023-06-03 10:00:00,47.74,56.61
2023-06-03 11:00:00,49.31,64.04
2023-06-03 12:00:00,48.65,63.27
2023-06-03 13:00:00,46.64,69.97
2023-06-03 14:00:00,46.04,68.72
2023-06-03 15:00:00,44.55,70.27
2023-06-03 16:00:00,43.62,71.14
2023-06-03 17:00:00,41.1,82.43
2023-06-03 18:00:00,41.71,74.36
2023-06-03 19:00:00,39.66,75.96
2023-06-03 20:00:00,39.73,76.73
2023-06-03 21:00:00,38.33,78.55
2023-06-03 22:00:00,38.11,77.03
2023-06-03 23:00:00,36.85,70.45
2023-06-04 00:00:00,38.26,72.04
2023-06-04 01:00:00,39.28,67.0
2023-06-04 02:00:00,41.86,63.02
2023-06-04 03:00:00,41.69,57.29
2023-06-04 04:00:00,44.66,55.9
2023-06-04 05:00:00,44.98,56.88
2023-06-04 06:00:00,45.25,52.7
2023-06-04 07:00:00,47.09,54.44
2023-06-04 08:00:00,47.8,51.69
2023-06-04 09:00:00,47.43,58.37
2023-06-04 10:00:00,47.37,61.56
2023-06-04 11:00:00,47.2,61.97
2023-06-04 12:00:00,49.18,63.71
2023-06-04 13:00:00,46.54,63.75
2023-06-04 14:00:00,46.51,65.88
2023-06-04 15:00:00,44.71,72.27
2023-06-04 16:00:00,43.01,72.97
2023-06-04 17:00:00,41.73,75.44
2023-06-04 18:00:00,40.52,79.07
2023-06-04 19:00:00,40.1,76.68
2023-06-04 20:00:00,39.25,74.83
2023-06-04 21:00:00,37.1,75.63
2023-06-04 22:00:00,37.85,66.42
2023-06-04 23:00:00,38.28,64.7
2023-06-05 00:00:00,39.29,66.09
2023-06-05 01:00:00,38.65,66.51
2023-06-05 02:00:00,39.95,59.31
2023-06-05 03:00:00,43.92,61.27
2023-06-05 04:00:00,45.15,60.06
2023-06-05 05:00:00,45.37,57.41
2023-06-05 06:00:00,44.72,57.19
2023-06-05 07:00:00,46.63,54.06
2023-06-05 08:00:00,47.53,53.97
2023-06-05 09:00:00,46.95,61.91
2023-06-05 10:00:00,49.02,63.19
2023-06-05 11:00:00,46.89,61.66
2023-06-05 12:00:00,48.49,66.64
2023-06-05 13:00:00,47.51,66.98
2023-06-05 14:00:00,45.27,68.2
2023-06-05 15:00:00,45.13,71.46
2023-06-05 16:00:00,44.22,72.42
2023-06-05 17:00:00,42.8,73.95
2023-06-05 18:00:00,40.64,77.05
2023-06-05 19:00:00,40.05,74.78
2023-06-05 20:00:00,39.09,74.87
2023-06-05 21:00:00,37.22,73.33
2023-06-05 22:00:00,40.1,74.04
2023-06-05 23:00:00,38.55,74.07
2023-06-06 00:00:00,39.47,72.3
2023-06-06 01:00:00,38.74,62.9
2023-06-06 02:00:00,41.0,58.83
2023-06-06 03:00:00,41.18,61.16
2023-06-06 04:00:00,42.45,57.88
2023-06-06 05:00:00,45.37,49.74
2023-06-06 06:00:00,45.19,54.47
2023-06-06 07:00:00,46.8,55.11
2023-06-06 08:00:00,47.36,52.21
2023-06-06 09:00:00,48.1,57.54
2023-06-06 10:00:00,48.48,54.94
2023-06-06 11:00:00,48.56,62.69
2023-06-06 12:00:00,47.78,62.46
2023-06-06 13:00:00,46.64,68.23
2023-06-06 14:00:00,45.71,69.69
2023-06-06 15:00:00,45.05,69.84
2023-06-06 16:00:00,43.95,75.6
2023-06-06 17:00:00,40.25,76.96
2023-06-06 18:00:00,39.1,82.85
2023-06-06 19:00:00,38.98,78.03
2023-06-06 20:00:00,40.2,74.22
2023-06-06 21:00:00,38.62,73.67
2023-06-06 22:00:00,39.23,75.11
2023-06-06 23:00:00,36.46,72.4
2023-06-07 00:00:00,38.93,64.85
2023-06-07 01:00:00,38.88,66.42
2023-06-07 02:00:00,40.73,60.48
2023-06-07 03:00:00,42.53,59.88
2023-06-07 04:00:00,44.39,52.16
2023-06-07 05:00:00,45.39,57.39
2023-06-07 06:00:00,46.61,52.61
2023-06-07 07:00:00,49.98,52.1
2023-06-07 08:00:00,48.62,53.3
2023-06-07 09:00:00,48.64,56.79
2023-06-07 10:00:00,49.24,56.63
2023-06-07 11:00:00,49.02,59.13
2023-06-07 12:00:00,48.48,63.15
2023-06-07 13:00:00,47.31,70.52
2023-06-07 14:00:00,45.47,64.86
2023-06-07 15:00:00,44.21,71.43
2023-06-07 16:00:00,43.62,74.14
2023-06-07 17:00:00,41.89,77.6
2023-06-07 18:00:00,41.5,76.25
2023-06-07 19:00:00,39.89,72.78
2023-06-07 20:00:00,37.61,82.27
2023-06-07 21:00:00,38.9,73.69
2023-06-07 22:00:00,40.11,72.67
2023-06-07 23:00:00,38.63,69.39
2023-06-08 00:00:00,40.95,66.25
2023-06-08 01:00:00,41.52,67.06
2023-06-08 02:00:00,42.11,61.21
2023-06-08 03:00:00,42.17,63.75
2023-06-08 04:00:00,43.16,56.32
2023-06-08 05:00:00,46.09,53.42
2023-06-08 06:00:00,45.77,50.34
2023-06-08 07:00:00,46.39,51.57
2023-06-08 08:00:00,46.57,57.19
2023-06-08 09:00:00,48.43,54.31
2023-06-08 10:00:00,47.2,56.35
2023-06-08 11:00:00,46.33,63.68
2023-06-08 12:00:00,48.41,59.63
2023-06-08 13:00:00,46.94,63.3
2023-06-08 14:00:00,46.23,63.54
2023-06-08 15:00:00,45.5,68.67
2023-06-08 16:00:00,45.33,72.48
2023-06-08 17:00:00,41.46,79.19
2023-06-08 18:00:00,41.27,75.6
2023-06-08 19:00:00,40.37,76.1
2023-06-08 20:00:00,38.85,72.23
2023-06-08 21:00:00,38.89,72.37
2023-06-08 22:00:00,38.63,71.59
2023-06-08 23:00:00,38.79,72.28
2023-06-09 00:00:00,39.62,66.13
2023-06-09 01:00:00,39.57,67.2
2023-06-09 02:00:00,41.61,66.99
2023-06-09 03:00:00,40.95,60.25
2023-06-09 04:00:00,44.06,61.26
2023-06-09 05:00:00,46.23,54.76
2023-06-09 06:00:00,45.71,53.46
2023-06-09 07:00:00,47.52,50.72
2023-06-09 08:00:00,48.62,53.02
2023-06-09 09:00:00,49.39,54.24
2023-06-09 10:00:00,48.14,58.05
2023-06-09 11:00:00,47.36,69.25
2023-06-09 12:00:00,47.01,61.56
2023-06-09 13:00:00,48.34,67.61
2023-06-09 14:00:00,45.42,73.77
2023-06-09 15:00:00,45.92,71.02
2023-06-09 16:00:00,41.27,85.14
2023-06-09 17:00:00,43.34,71.96
2023-06-09 18:00:00,40.83,79.45
2023-06-09 19:00:00,39.14,81.83
2023-06-09 20:00:00,39.49,76.96
2023-06-09 21:00:00,39.12,75.03
2023-06-09 22:00:00,39.88,74.6
2023-06-09 23:00:00,37.41,69.76
2023-06-10 00:00:00,40.85,71.65
2023-06-10 01:00:00,40.55,76.02
2023-06-10 02:00:00,41.49,58.91
2023-06-10 03:00:00,42.09,60.76
2023-06-10 04:00:00,43.59,55.8
2023-06-10 05:00:00,45.23,49.29
2023-06-10 06:00:00,45.84,53.35
2023-06-10 07:00:00,48.38,52.67
2023-06-10 08:00:00,47.47,52.7
2023-06-10 09:00:00,48.14,56.06
2023-06-10 10:00:00,49.24,57.48
2023-06-10 11:00:00,48.7,57.9
2023-06-10 12:00:00,49.02,60.72
2023-06-10 13:00:00,46.76,62.16
2023-06-10 14:00:00,46.46,67.28
2023-06-10 15:00:00,44.51,69.43
2023-06-10 16:00:00,44.17,69.71
2023-06-10 17:00:00,42.36,77.65
2023-06-10 18:00:00,41.46,80.71
2023-06-10 19:00:00,40.0,80.48
2023-06-10 20:00:00,39.59,79.15
2023-06-10 21:00:00,39.1,78.72
2023-06-10 22:00:00,38.71,79.21
2023-06-10 23:00:00,39.3,67.61
2023-06-11 00:00:00,40.55,67.15
2023-06-11 01:00:00,39.97,59.44
2023-06-11 02:00:00,42.15,60.55
2023-06-11 03:00:00,43.19,59.43
2023-06-11 04:00:00,44.18,63.01
2023-06-11 05:00:00,44.87,49.72
2023-06-11 06:00:00,47.11,57.79
2023-06-11 07:00:00,47.24,50.41
2023-06-11 08:00:00,48.89,56.12
2023-06-11 09:00:00,48.31,59.62
2023-06-11 10:00:00,48.25,60.19
2023-06-11 11:00:00,48.89,59.33
2023-06-11 12:00:00,48.57,67.61
2023-06-11 13:00:00,46.89,65.82
2023-06-11 14:00:00,46.26,67.49
2023-06-11 15:00:00,43.91,69.45
2023-06-11 16:00:00,41.2,71.31
2023-06-11 17:00:00,41.74,73.38
2023-06-11 18:00:00,40.75,71.8
2023-06-11 19:00:00,39.71,79.28
2023-06-11 20:00:00,38.69,74.88
2023-06-11 21:00:00,39.08,74.79
2023-06-11 22:00:00,39.07,77.81
2023-06-11 23:00:00,38.12,68.04
2023-06-12 00:00:00,38.0,70.33
2023-06-12 01:00:00,40.0,62.72
2023-06-12 02:00:00,42.67,61.38
2023-06-12 03:00:00,42.52,61.5
2023-06-12 04:00:00,43.68,60.3
2023-06-12 05:00:00,44.85,57.1
2023-06-12 06:00:00,47.47,61.85
2023-06-12 07:00:00,46.17,54.6
2023-06-12 08:00:00,48.03,61.05
2023-06-12 09:00:00,49.94,54.63
2023-06-12 10:00:00,47.59,57.74
2023-06-12 11:00:00,48.94,59.68
2023-06-12 12:00:00,49.07,66.63
2023-06-12 13:00:00,47.3,66.33
2023-06-12 14:00:00,45.9,74.31
2023-06-12 15:00:00,43.81,79.92
2023-06-12 16:00:00,43.54,81.91
2023-06-12 17:00:00,42.51,69.42
2023-06-12 18:00:00,40.37,76.24
2023-06-12 19:00:00,39.89,73.39
2023-06-12 20:00:00,39.16,78.24
2023-06-12 21:00:00,38.76,76.09
2023-06-12 22:00:00,38.33,76.57
2023-06-12 23:00:00,39.75,71.33
2023-06-13 00:00:00,41.54,71.46
2023-06-13 01:00:00,40.63,68.0
2023-06-13 02:00:00,41.19,60.06
2023-06-13 03:00:00,41.94,55.24
2023-06-13 04:00:00,43.25,54.69
2023-06-13 05:00:00,45.33,59.46
2023-06-13 06:00:00,44.96,61.21
2023-06-13 07:00:00,47.84,56.91
2023-06-13 08:00:00,46.87,55.65
2023-06-13 09:00:00,47.61,53.72
2023-06-13 10:00:00,48.02,58.83
2023-06-13 11:00:00,50.05,62.46
2023-06-13 12:00:00,46.87,66.59
2023-06-13 13:00:00,48.82,64.07
2023-06-13 14:00:00,46.24,74.26
2023-06-13 15:00:00,44.35,69.94
2023-06-13 16:00:00,43.67,70.52
2023-06-13 17:00:00,41.78,79.94
2023-06-13 18:00:00,41.27,78.07
2023-06-13 19:00:00,40.14,76.35
2023-06-13 20:00:00,40.6,75.79
2023-06-13 21:00:00,38.84,74.37
2023-06-13 22:00:00,37.67,72.95
2023-06-13 23:00:00,39.15,70.74
2023-06-14 00:00:00,40.32,66.66
2023-06-14 01:00:00,38.92,60.74
2023-06-14 02:00:00,41.63,57.42
2023-06-14 03:00:00,43.79,62.18
2023-06-14 04:00:00,42.94,51.63
2023-06-14 05:00:00,46.07,58.06
2023-06-14 06:00:00,45.96,53.74
2023-06-14 07:00:00,45.91,51.4
2023-06-14 08:00:00,48.1,57.89
2023-06-14 09:00:00,49.19,55.84
2023-06-14 10:00:00,49.64,58.16
2023-06-14 11:00:00,47.97,57.87
2023-06-14 12:00:00,48.43,62.18
2023-06-14 13:00:00,46.74,67.13
2023-06-14 14:00:00,46.65,67.69
2023-06-14 15:00:00,45.52,70.63
2023-06-14 16:00:00,43.78,77.77
2023-06-14 17:00:00,42.14,75.61
2023-06-14 18:00:00,42.64,70.61
2023-06-14 19:00:00,41.44,69.68
2023-06-14 20:00:00,38.63,81.56
2023-06-14 21:00:00,38.42,75.93
2023-06-14 22:00:00,39.29,72.39
2023-06-14 23:00:00,40.0,75.64
2023-06-15 00:00:00,39.98,69.07
2023-06-15 01:00:00,40.59,62.1
2023-06-15 02:00:00,41.51,58.71
2023-06-15 03:00:00,42.58,58.85
2023-06-15 04:00:00,43.48,53.52
2023-06-15 05:00:00,45.73,54.99
2023-06-15 06:00:00,47.03,52.77
2023-06-15 07:00:00,48.46,56.6
2023-06-15 08:00:00,46.94,56.39
2023-06-15 09:00:00,48.09,58.4
2023-06-15 10:00:00,50.54,55.13
2023-06-15 11:00:00,48.61,57.32
2023-06-15 12:00:00,48.63,62.74
2023-06-15 13:00:00,47.11,64.92
2023-06-15 14:00:00,46.33,68.17
2023-06-15 15:00:00,45.75,68.85
2023-06-15 16:00:00,45.42,71.01
2023-06-15 17:00:00,40.97,76.78
2023-06-15 18:00:00,40.7,75.71
2023-06-15 19:00:00,40.51,77.89
2023-06-15 20:00:00,39.32,74.37
2023-06-15 21:00:00,38.61,80.93
2023-06-15 22:00:00,37.5,70.09
2023-06-15 23:00:00,38.47,68.75
2023-06-16 00:00:00,38.41,69.25
2023-06-16 01:00:00,41.45,69.58
2023-06-16 02:00:00,41.41,58.16
2023-06-16 03:00:00,43.01,64.28
2023-06-16 04:00:00,44.6,63.06
2023-06-16 05:00:00,46.01,56.33
2023-06-16 06:00:00,47.1,55.58
2023-06-16 07:00:00,47.88,56.55
2023-06-16 08:00:00,47.71,58.31
2023-06-16 09:00:00,49.61,56.76
2023-06-16 10:00:00,47.91,58.56
2023-06-16 11:00:00,48.73,60.23
2023-06-16 12:00:00,47.76,65.91
2023-06-16 13:00:00,47.81,70.45
2023-06-16 14:00:00,47.08,71.38
2023-06-16 15:00:00,45.2,71.05
2023-06-16 16:00:00,44.97,73.36
2023-06-16 17:00:00,43.22,75.4
2023-06-16 18:00:00,41.31,78.67
2023-06-16 19:00:00,40.14,76.03
2023-06-16 20:00:00,37.23,76.21
2023-06-16 21:00:00,38.56,73.01
2023-06-16 22:00:00,39.39,73.57
2023-06-16 23:00:00,39.31,67.12
2023-06-17 00:00:00,37.99,71.51
2023-06-17 01:00:00,40.11,70.19
2023-06-17 02:00:00,41.43,59.28
2023-06-17 03:00:00,42.79,53.62
2023-06-17 04:00:00,45.31,54.17
2023-06-17 05:00:00,44.64,54.63
2023-06-17 06:00:00,47.16,52.96
2023-06-17 07:00:00,47.12,51.92
2023-06-17 08:00:00,47.53,51.17
2023-06-17 09:00:00,49.29,57.98
2023-06-17 10:00:00,49.21,61.86
2023-06-17 11:00:00,48.42,57.86
2023-06-17 12:00:00,49.18,66.44
2023-06-17 13:00:00,48.0,64.61
2023-06-17 14:00:00,46.08,71.9
2023-06-17 15:00:00,45.65,69.65
2023-06-17 16:00:00,43.53,70.5
2023-06-17 17:00:00,43.58,78.65
2023-06-17 18:00:00,40.66,74.57
2023-06-17 19:00:00,39.4,82.94
2023-06-17 20:00:00,40.55,79.8
2023-06-17 21:00:00,40.92,72.4
2023-06-17 22:00:00,39.43,69.05
2023-06-17 23:00:00,38.82,70.69
2023-06-18 00:00:00,39.77,70.46
2023-06-18 01:00:00,40.27,63.62
2023-06-18 02:00:00,41.67,55.36
2023-06-18 03:00:00,43.34,55.18
2023-06-18 04:00:00,44.53,59.66
2023-06-18 05:00:00,45.52,59.9
2023-06-18 06:00:00,46.18,51.9
2023-06-18 07:00:00,47.44,55.7
2023-06-18 08:00:00,46.97,53.65
2023-06-18 09:00:00,48.26,55.7
2023-06-18 10:00:00,49.42,59.06
2023-06-18 11:00:00,49.31,61.1
2023-06-18 12:00:00,48.17,64.61
2023-06-18 13:00:00,47.38,64.13
2023-06-18 14:00:00,47.81,71.6
2023-06-18 15:00:00,44.59,71.97
2023-06-18 16:00:00,44.31,70.94
2023-06-18 17:00:00,42.73,76.49
2023-06-18 18:00:00,41.03,77.68
2023-06-18 19:00:00,39.95,73.2
2023-06-18 20:00:00,40.06,76.85
2023-06-18 21:00:00,37.9,73.58
2023-06-18 22:00:00,38.27,71.93
2023-06-18 23:00:00,38.94,71.79
2023-06-19 00:00:00,40.45,70.52
2023-06-19 01:00:00,41.63,63.22
2023-06-19 02:00:00,43.04,57.33
2023-06-19 03:00:00,44.15,56.04
2023-06-19 04:00:00,44.57,55.45
2023-06-19 05:00:00,44.22,56.28
2023-06-19 06:00:00,46.98,62.45
2023-06-19 07:00:00,47.04,53.3
2023-06-19 08:00:00,47.6,50.09
2023-06-19 09:00:00,49.57,50.05
2023-06-19 10:00:00,48.2,58.69
2023-06-19 11:00:00,50.31,56.63
2023-06-19 12:00:00,49.11,62.89
2023-06-19 13:00:00,47.66,62.45
2023-06-19 14:00:00,45.46,71.57
2023-06-19 15:00:00,44.34,68.05
2023-06-19 16:00:00,44.2,73.4
2023-06-19 17:00:00,41.85,78.84
2023-06-19 18:00:00,40.74,77.23
2023-06-19 19:00:00,40.28,75.34
2023-06-19 20:00:00,40.47,78.6
2023-06-19 21:00:00,38.2,73.74
2023-06-19 22:00:00,37.65,77.17
2023-06-19 23:00:00,38.6,63.95
2023-06-20 00:00:00,39.19,69.41
2023-06-20 01:00:00,40.42,70.81
2023-06-20 02:00:00,41.49,63.0
2023-06-20 03:00:00,43.43,61.01
2023-06-20 04:00:00,43.38,58.31
2023-06-20 05:00:00,45.13,56.29
2023-06-20 06:00:00,46.63,53.02
2023-06-20 07:00:00,46.72,53.62
2023-06-20 08:00:00,48.09,60.94
2023-06-20 09:00:00,48.06,56.61
2023-06-20 10:00:00,49.05,53.04
2023-06-20 11:00:00,50.1,61.83
2023-06-20 12:00:00,48.05,64.49
2023-06-20 13:00:00,48.4,65.12
2023-06-20 14:00:00,47.09,70.43
2023-06-20 15:00:00,45.8,70.06
2023-06-20 16:00:00,43.96,76.56
2023-06-20 17:00:00,42.94,70.09
2023-06-20 18:00:00,42.76,75.09
2023-06-20 19:00:00,39.65,79.33
2023-06-20 20:00:00,39.02,76.81
2023-06-20 21:00:00,38.23,79.97
2023-06-20 22:00:00,38.55,71.54
2023-06-20 23:00:00,39.9,62.66
2023-06-21 00:00:00,40.09,67.22
2023-06-21 01:00:00,39.82,65.85
2023-06-21 02:00:00,42.69,64.38
2023-06-21 03:00:00,43.31,54.73
2023-06-21 04:00:00,42.13,60.01
2023-06-21 05:00:00,45.26,59.73
2023-06-21 06:00:00,46.69,59.02
2023-06-21 07:00:00,46.98,52.93
2023-06-21 08:00:00,48.18,56.81
2023-06-21 09:00:00,49.03,52.33
2023-06-21 10:00:00,48.83,60.33
2023-06-21 11:00:00,48.89,52.52
2023-06-21 12:00:00,49.42,62.55
2023-06-21 13:00:00,48.77,69.2
2023-06-21 14:00:00,46.16,69.05
2023-06-21 15:00:00,45.2,74.48
2023-06-21 16:00:00,43.31,77.17
2023-06-21 17:00:00,42.25,71.69
2023-06-21 18:00:00,41.52,76.35
2023-06-21 19:00:00,41.33,71.79
2023-06-21 20:00:00,40.74,72.85
2023-06-21 21:00:00,38.78,76.35
2023-06-21 22:00:00,39.15,72.23
2023-06-21 23:00:00,41.97,65.89
2023-06-22 00:00:00,39.85,64.52
2023-06-22 01:00:00,40.07,73.0
2023-06-22 02:00:00,41.28,65.22
2023-06-22 03:00:00,43.0,56.92
2023-06-22 04:00:00,43.45,59.44
2023-06-22 05:00:00,44.38,59.83
2023-06-22 06:00:00,46.91,57.61
2023-06-22 07:00:00,47.3,52.85
2023-06-22 08:00:00,48.19,48.64
2023-06-22 09:00:00,48.2,54.76
2023-06-22 10:00:00,48.53,56.94
2023-06-22 11:00:00,49.35,56.91
2023-06-22 12:00:00,48.25,60.74
2023-06-22 13:00:00,47.67,61.42
2023-06-22 14:00:00,47.91,72.01
2023-06-22 15:00:00,45.51,67.99
2023-06-22 16:00:00,43.39,70.11
2023-06-22 17:00:00,43.58,76.56
2023-06-22 18:00:00,40.5,78.38
2023-06-22 19:00:00,41.06,78.52
2023-06-22 20:00:00,39.56,71.57
2023-06-22 21:00:00,39.95,76.77
2023-06-22 22:00:00,38.66,70.41
2023-06-22 23:00:00,39.97,68.68
2023-06-23 00:00:00,39.23,65.8
2023-06-23 01:00:00,41.86,62.8
2023-06-23 02:00:00,41.11,62.01
2023-06-23 03:00:00,42.54,57.05
2023-06-23 04:00:00,43.29,59.62
2023-06-23 05:00:00,46.02,49.91
2023-06-23 06:00:00,45.75,59.14
2023-06-23 07:00:00,46.59,50.55
2023-06-23 08:00:00,47.83,53.89
2023-06-23 09:00:00,49.89,58.58
2023-06-23 10:00:00,49.48,59.19
2023-06-23 11:00:00,47.66,60.36
2023-06-23 12:00:00,48.64,64.44
2023-06-23 13:00:00,46.66,66.19
2023-06-23 14:00:00,46.15,71.07
2023-06-23 15:00:00,44.25,74.17
2023-06-23 16:00:00,44.29,72.74
2023-06-23 17:00:00,42.72,71.4
2023-06-23 18:00:00,43.37,73.87
2023-06-23 19:00:00,39.31,79.45
2023-06-23 20:00:00,39.79,73.7
2023-06-23 21:00:00,39.42,76.84
2023-06-23 22:00:00,38.85,77.26
2023-06-23 23:00:00,38.49,68.1
2023-06-24 00:00:00,39.22,74.35
2023-06-24 01:00:00,39.16,70.25
2023-06-24 02:00:00,40.7,68.48
2023-06-24 03:00:00,43.19,55.54
2023-06-24 04:00:00,43.58,61.64
2023-06-24 05:00:00,46.59,51.68
2023-06-24 06:00:00,47.51,47.77
2023-06-24 07:00:00,48.29,53.62
2023-06-24 08:00:00,49.15,56.71
2023-06-24 09:00:00,48.95,61.32
2023-06-24 10:00:00,49.3,57.95
2023-06-24 11:00:00,47.99,57.21
2023-06-24 12:00:00,48.92,59.63
2023-06-24 13:00:00,46.73,63.64
2023-06-24 14:00:00,47.27,68.09
2023-06-24 15:00:00,44.54,66.21
2023-06-24 16:00:00,42.8,74.36
2023-06-24 17:00:00,42.61,80.23
2023-06-24 18:00:00,40.84,77.49
2023-06-24 19:00:00,40.17,78.66
2023-06-24 20:00:00,40.55,73.78
2023-06-24 21:00:00,40.17,74.46
2023-06-24 22:00:00,38.85,71.38
2023-06-24 23:00:00,39.65,74.15
2023-06-25 00:00:00,40.74,73.23
2023-06-25 01:00:00,40.19,62.72
2023-06-25 02:00:00,41.13,64.95
2023-06-25 03:00:00,43.15,52.88
2023-06-25 04:00:00,43.68,53.7
2023-06-25 05:00:00,46.07,47.53
2023-06-25 06:00:00,46.57,48.9
2023-06-25 07:00:00,47.32,56.23
2023-06-25 08:00:00,48.68,54.31
2023-06-25 09:00:00,48.19,55.93
2023-06-25 10:00:00,50.11,61.81
2023-06-25 11:00:00,48.16,62.38
2023-06-25 12:00:00,49.84,63.22
2023-06-25 13:00:00,48.21,68.63
2023-06-25 14:00:00,47.83,74.97
2023-06-25 15:00:00,45.1,74.41
2023-06-25 16:00:00,44.68,74.82
2023-06-25 17:00:00,41.82,68.19
2023-06-25 18:00:00,41.86,77.55
2023-06-25 19:00:00,39.29,80.64
2023-06-25 20:00:00,38.6,77.3
2023-06-25 21:00:00,37.97,74.18
2023-06-25 22:00:00,40.37,65.21
2023-06-25 23:00:00,38.54,70.46
2023-06-26 00:00:00,38.3,72.8
2023-06-26 01:00:00,39.75,70.17
2023-06-26 02:00:00,40.42,60.27
2023-06-26 03:00:00,43.97,60.7
2023-06-26 04:00:00,44.39,54.58
2023-06-26 05:00:00,46.77,51.87
2023-06-26 06:00:00,46.37,49.39
2023-06-26 07:00:00,46.86,58.35
2023-06-26 08:00:00,49.29,49.77
2023-06-26 09:00:00,49.0,57.25
2023-06-26 10:00:00,47.78,57.19
2023-06-26 11:00:00,49.1,57.44
2023-06-26 12:00:00,47.38,61.79
2023-06-26 13:00:00,46.54,63.43
2023-06-26 14:00:00,47.06,67.5
2023-06-26 15:00:00,45.03,74.14
2023-06-26 16:00:00,44.54,70.56
2023-06-26 17:00:00,43.62,78.02
2023-06-26 18:00:00,41.82,79.71
2023-06-26 19:00:00,39.5,72.25
2023-06-26 20:00:00,40.52,76.02
2023-06-26 21:00:00,39.93,80.46
2023-06-26 22:00:00,40.06,73.34
2023-06-26 23:00:00,39.62,73.57
2023-06-27 00:00:00,37.52,68.69
2023-06-27 01:00:00,41.98,64.14
2023-06-27 02:00:00,41.89,60.58
2023-06-27 03:00:00,42.08,60.99
2023-06-27 04:00:00,44.35,58.02
2023-06-27 05:00:00,46.27,52.23
2023-06-27 06:00:00,45.63,56.76
2023-06-27 07:00:00,48.18,45.99
2023-06-27 08:00:00,48.71,55.96
2023-06-27 09:00:00,47.6,52.88
2023-06-27 10:00:00,48.53,56.63
2023-06-27 11:00:00,49.64,62.55
2023-06-27 12:00:00,49.27,67.02
2023-06-27 13:00:00,47.14,70.47
2023-06-27 14:00:00,46.59,67.52
2023-06-27 15:00:00,45.17,71.98
2023-06-27 16:00:00,44.28,67.96
2023-06-27 17:00:00,42.45,72.37
2023-06-27 18:00:00,40.98,76.22
2023-06-27 19:00:00,40.13,76.89
2023-06-27 20:00:00,40.12,73.95
2023-06-27 21:00:00,40.31,73.61
2023-06-27 22:00:00,38.8,72.57
2023-06-27 23:00:00,40.57,66.78
2023-06-28 00:00:00,38.91,66.26
2023-06-28 01:00:00,39.55,65.93
2023-06-28 02:00:00,40.52,60.43
2023-06-28 03:00:00,42.98,58.13
2023-06-28 04:00:00,43.66,57.82
2023-06-28 05:00:00,46.11,57.6
2023-06-28 06:00:00,46.79,52.92
2023-06-28 07:00:00,46.61,53.14
2023-06-28 08:00:00,48.77,55.29
2023-06-28 09:00:00,47.58,57.01
2023-06-28 10:00:00,48.63,58.19
2023-06-28 11:00:00,49.32,61.67
2023-06-28 12:00:00,46.87,64.03
2023-06-28 13:00:00,47.26,66.72
2023-06-28 14:00:00,47.07,70.16
2023-06-28 15:00:00,44.51,72.64
2023-06-28 16:00:00,46.01,73.47
2023-06-28 17:00:00,42.01,76.19
2023-06-28 18:00:00,40.78,77.42
2023-06-28 19:00:00,40.46,80.73
2023-06-28 20:00:00,38.67,78.65
2023-06-28 21:00:00,38.98,76.06
2023-06-28 22:00:00,39.28,69.78
2023-06-28 23:00:00,39.56,72.77
2023-06-29 00:00:00,41.09,65.38
2023-06-29 01:00:00,40.01,67.49
2023-06-29 02:00:00,41.9,62.18
2023-06-29 03:00:00,41.53,57.09
2023-06-29 04:00:00,43.87,58.55
2023-06-29 05:00:00,44.45,53.51
2023-06-29 06:00:00,47.56,50.06
2023-06-29 07:00:00,47.95,49.73
2023-06-29 08:00:00,48.69,53.47
2023-06-29 09:00:00,48.85,54.58
2023-06-29 10:00:00,48.59,57.75
2023-06-29 11:00:00,49.34,59.54
2023-06-29 12:00:00,46.5,63.86
2023-06-29 13:00:00,46.59,66.74
2023-06-29 14:00:00,45.24,68.78
2023-06-29 15:00:00,45.31,74.44
2023-06-29 16:00:00,42.79,69.77
2023-06-29 17:00:00,41.99,78.31
2023-06-29 18:00:00,40.66,79.25
2023-06-29 19:00:00,40.28,79.94
2023-06-29 20:00:00,41.16,71.18
2023-06-29 21:00:00,38.04,79.94
2023-06-29 22:00:00,37.96,70.5
2023-06-29 23:00:00,38.81,73.77
2023-06-30 00:00:00,40.63,70.97
2023-06-30 01:00:00,40.72,65.71
